nome,votos,hora,apurado,proporcao
PADRE KELMON,0.07,22:01:19,98.58,6.900600000000001
LÉO PÉRICLES,0.05,22:01:19,98.58,4.929
SOFIA MANZANO,0.04,22:01:19,98.58,3.9432
VERA,0.02,22:01:19,98.58,1.9716
CONSTITUINTE EYMAEL,0.01,22:01:19,98.58,0.9858
LULA,48.11,22:01:19,98.58,4742.6838
JAIR BOLSONARO,43.47,22:01:19,98.58,4285.2726
SIMONE TEBET,4.19,22:01:19,98.58,413.0502
CIRO GOMES,3.05,22:01:19,98.58,300.669
SORAYA THRONICKE,0.51,22:01:19,98.58,50.2758
FELIPE D&apos;AVILA,0.48,22:01:19,98.58,47.3184
PADRE KELMON,0.07,22:01:19,98.58,6.900600000000001
LÉO PÉRICLES,0.05,22:01:19,98.58,4.929
SOFIA MANZANO,0.04,22:01:19,98.58,3.9432
VERA,0.02,22:01:19,98.58,1.9716
CONSTITUINTE EYMAEL,0.01,22:01:19,98.58,0.9858
LULA,48.12,22:02:16,98.61,4745.1132
JAIR BOLSONARO,43.47,22:02:16,98.61,4286.5767
SIMONE TEBET,4.19,22:02:16,98.61,413.1759
CIRO GOMES,3.05,22:02:16,98.61,300.7605
SORAYA THRONICKE,0.51,22:02:16,98.61,50.2911
FELIPE D&apos;AVILA,0.48,22:02:16,98.61,47.3328
PADRE KELMON,0.07,22:02:16,98.61,6.9027
LÉO PÉRICLES,0.05,22:02:16,98.61,4.9305
SOFIA MANZANO,0.04,22:02:16,98.61,3.9444
VERA,0.02,22:02:16,98.61,1.9722
CONSTITUINTE EYMAEL,0.01,22:02:16,98.61,0.9861
LULA,48.12,22:02:16,98.61,4745.1132
JAIR BOLSONARO,43.47,22:02:16,98.61,4286.5767
SIMONE TEBET,4.19,22:02:16,98.61,413.1759
CIRO GOMES,3.05,22:02:16,98.61,300.7605
SORAYA THRONICKE,0.51,22:02:16,98.61,50.2911
FELIPE D&apos;AVILA,0.48,22:02:16,98.61,47.3328
PADRE KELMON,0.07,22:02:16,98.61,6.9027
LÉO PÉRICLES,0.05,22:02:16,98.61,4.9305
SOFIA MANZANO,0.04,22:02:16,98.61,3.9444
VERA,0.02,22:02:16,98.61,1.9722
CONSTITUINTE EYMAEL,0.01,22:02:16,98.61,0.9861
LULA,48.12,22:03:29,98.63,4746.075599999999
JAIR BOLSONARO,43.46,22:03:29,98.63,4286.4598
SIMONE TEBET,4.19,22:03:29,98.63,413.2597
CIRO GOMES,3.05,22:03:29,98.63,300.8215
SORAYA THRONICKE,0.51,22:03:29,98.63,50.3013
FELIPE D&apos;AVILA,0.48,22:03:29,98.63,47.3424
PADRE KELMON,0.07,22:03:29,98.63,6.904100000000001
LÉO PÉRICLES,0.05,22:03:29,98.63,4.9315
SOFIA MANZANO,0.04,22:03:29,98.63,3.9452
VERA,0.02,22:03:29,98.63,1.9726
CONSTITUINTE EYMAEL,0.01,22:03:29,98.63,0.9863
LULA,48.12,22:03:29,98.63,4746.075599999999
JAIR BOLSONARO,43.46,22:03:29,98.63,4286.4598
SIMONE TEBET,4.19,22:03:29,98.63,413.2597
CIRO GOMES,3.05,22:03:29,98.63,300.8215
SORAYA THRONICKE,0.51,22:03:29,98.63,50.3013
FELIPE D&apos;AVILA,0.48,22:03:29,98.63,47.3424
PADRE KELMON,0.07,22:03:29,98.63,6.904100000000001
LÉO PÉRICLES,0.05,22:03:29,98.63,4.9315
SOFIA MANZANO,0.04,22:03:29,98.63,3.9452
VERA,0.02,22:03:29,98.63,1.9726
CONSTITUINTE EYMAEL,0.01,22:03:29,98.63,0.9863
LULA,48.13,22:04:50,98.67,4748.9871
JAIR BOLSONARO,43.46,22:04:50,98.67,4288.1982
SIMONE TEBET,4.19,22:04:50,98.67,413.42730000000006
CIRO GOMES,3.05,22:04:50,98.67,300.9435
SORAYA THRONICKE,0.51,22:04:50,98.67,50.3217
FELIPE D&apos;AVILA,0.48,22:04:50,98.67,47.3616
PADRE KELMON,0.07,22:04:50,98.67,6.906900000000001
LÉO PÉRICLES,0.05,22:04:50,98.67,4.9335
SOFIA MANZANO,0.04,22:04:50,98.67,3.9468
VERA,0.02,22:04:50,98.67,1.9734
CONSTITUINTE EYMAEL,0.01,22:04:50,98.67,0.9867
LULA,48.13,22:04:50,98.67,4748.9871
JAIR BOLSONARO,43.46,22:04:50,98.67,4288.1982
SIMONE TEBET,4.19,22:04:50,98.67,413.42730000000006
CIRO GOMES,3.05,22:04:50,98.67,300.9435
SORAYA THRONICKE,0.51,22:04:50,98.67,50.3217
FELIPE D&apos;AVILA,0.48,22:04:50,98.67,47.3616
PADRE KELMON,0.07,22:04:50,98.67,6.906900000000001
LÉO PÉRICLES,0.05,22:04:50,98.67,4.9335
SOFIA MANZANO,0.04,22:04:50,98.67,3.9468
VERA,0.02,22:04:50,98.67,1.9734
CONSTITUINTE EYMAEL,0.01,22:04:50,98.67,0.9867
LULA,48.13,22:05:42,98.7,4750.4310000000005
JAIR BOLSONARO,43.45,22:05:42,98.7,4288.515
SIMONE TEBET,4.19,22:05:42,98.7,413.55300000000005
CIRO GOMES,3.05,22:05:42,98.7,301.035
SORAYA THRONICKE,0.51,22:05:42,98.7,50.337
FELIPE D&apos;AVILA,0.48,22:05:42,98.7,47.376
PADRE KELMON,0.07,22:05:42,98.7,6.909000000000001
LÉO PÉRICLES,0.05,22:05:42,98.7,4.9350000000000005
SOFIA MANZANO,0.04,22:05:42,98.7,3.948
VERA,0.02,22:05:42,98.7,1.974
CONSTITUINTE EYMAEL,0.01,22:05:42,98.7,0.987
LULA,48.13,22:05:42,98.7,4750.4310000000005
JAIR BOLSONARO,43.45,22:05:42,98.7,4288.515
SIMONE TEBET,4.19,22:05:42,98.7,413.55300000000005
CIRO GOMES,3.05,22:05:42,98.7,301.035
SORAYA THRONICKE,0.51,22:05:42,98.7,50.337
FELIPE D&apos;AVILA,0.48,22:05:42,98.7,47.376
PADRE KELMON,0.07,22:05:42,98.7,6.909000000000001
LÉO PÉRICLES,0.05,22:05:42,98.7,4.9350000000000005
SOFIA MANZANO,0.04,22:05:42,98.7,3.948
VERA,0.02,22:05:42,98.7,1.974
CONSTITUINTE EYMAEL,0.01,22:05:42,98.7,0.987
LULA,48.15,22:06:58,98.75,4754.8125
JAIR BOLSONARO,43.44,22:06:58,98.75,4289.7
SIMONE TEBET,4.19,22:06:58,98.75,413.7625000000001
CIRO GOMES,3.05,22:06:58,98.75,301.1875
SORAYA THRONICKE,0.51,22:06:58,98.75,50.3625
FELIPE D&apos;AVILA,0.48,22:06:58,98.75,47.4
PADRE KELMON,0.07,22:06:58,98.75,6.9125000000000005
LÉO PÉRICLES,0.05,22:06:58,98.75,4.9375
SOFIA MANZANO,0.04,22:06:58,98.75,3.95
VERA,0.02,22:06:58,98.75,1.975
CONSTITUINTE EYMAEL,0.01,22:06:58,98.75,0.9875
LULA,48.15,22:06:58,98.75,4754.8125
JAIR BOLSONARO,43.44,22:06:58,98.75,4289.7
SIMONE TEBET,4.19,22:06:58,98.75,413.7625000000001
CIRO GOMES,3.05,22:06:58,98.75,301.1875
SORAYA THRONICKE,0.51,22:06:58,98.75,50.3625
FELIPE D&apos;AVILA,0.48,22:06:58,98.75,47.4
PADRE KELMON,0.07,22:06:58,98.75,6.9125000000000005
LÉO PÉRICLES,0.05,22:06:58,98.75,4.9375
SOFIA MANZANO,0.04,22:06:58,98.75,3.95
VERA,0.02,22:06:58,98.75,1.975
CONSTITUINTE EYMAEL,0.01,22:06:58,98.75,0.9875
LULA,48.15,22:06:58,98.75,4754.8125
JAIR BOLSONARO,43.44,22:06:58,98.75,4289.7
SIMONE TEBET,4.19,22:06:58,98.75,413.7625000000001
CIRO GOMES,3.05,22:06:58,98.75,301.1875
SORAYA THRONICKE,0.51,22:06:58,98.75,50.3625
FELIPE D&apos;AVILA,0.48,22:06:58,98.75,47.4
PADRE KELMON,0.07,22:06:58,98.75,6.9125000000000005
LÉO PÉRICLES,0.05,22:06:58,98.75,4.9375
SOFIA MANZANO,0.04,22:06:58,98.75,3.95
VERA,0.02,22:06:58,98.75,1.975
CONSTITUINTE EYMAEL,0.01,22:06:58,98.75,0.9875
LULA,48.15,22:07:56,98.79,4756.7385
JAIR BOLSONARO,43.44,22:07:56,98.79,4291.4376
SIMONE TEBET,4.19,22:07:56,98.79,413.9301
CIRO GOMES,3.05,22:07:56,98.79,301.3095
SORAYA THRONICKE,0.51,22:07:56,98.79,50.38290000000001
FELIPE D&apos;AVILA,0.48,22:07:56,98.79,47.4192
PADRE KELMON,0.07,22:07:56,98.79,6.915300000000001
LÉO PÉRICLES,0.05,22:07:56,98.79,4.939500000000001
SOFIA MANZANO,0.04,22:07:56,98.79,3.9516
VERA,0.02,22:07:56,98.79,1.9758
CONSTITUINTE EYMAEL,0.01,22:07:56,98.79,0.9879
LULA,48.16,22:08:58,98.83,4759.6528
JAIR BOLSONARO,43.43,22:08:58,98.83,4292.1869
SIMONE TEBET,4.18,22:08:58,98.83,413.1094
CIRO GOMES,3.05,22:08:58,98.83,301.4315
SORAYA THRONICKE,0.51,22:08:58,98.83,50.4033
FELIPE D&apos;AVILA,0.48,22:08:58,98.83,47.4384
PADRE KELMON,0.07,22:08:58,98.83,6.918100000000001
LÉO PÉRICLES,0.05,22:08:58,98.83,4.9415
SOFIA MANZANO,0.04,22:08:58,98.83,3.9532
VERA,0.02,22:08:58,98.83,1.9766
CONSTITUINTE EYMAEL,0.01,22:08:58,98.83,0.9883
LULA,48.16,22:08:58,98.83,4759.6528
JAIR BOLSONARO,43.43,22:08:58,98.83,4292.1869
SIMONE TEBET,4.18,22:08:58,98.83,413.1094
CIRO GOMES,3.05,22:08:58,98.83,301.4315
SORAYA THRONICKE,0.51,22:08:58,98.83,50.4033
FELIPE D&apos;AVILA,0.48,22:08:58,98.83,47.4384
PADRE KELMON,0.07,22:08:58,98.83,6.918100000000001
LÉO PÉRICLES,0.05,22:08:58,98.83,4.9415
SOFIA MANZANO,0.04,22:08:58,98.83,3.9532
VERA,0.02,22:08:58,98.83,1.9766
CONSTITUINTE EYMAEL,0.01,22:08:58,98.83,0.9883
LULA,48.17,22:10:03,98.86,4762.0862
JAIR BOLSONARO,43.42,22:10:03,98.86,4292.5012
SIMONE TEBET,4.18,22:10:03,98.86,413.2348
CIRO GOMES,3.05,22:10:03,98.86,301.523
SORAYA THRONICKE,0.51,22:10:03,98.86,50.4186
FELIPE D&apos;AVILA,0.48,22:10:03,98.86,47.4528
PADRE KELMON,0.07,22:10:03,98.86,6.9202
LÉO PÉRICLES,0.05,22:10:03,98.86,4.9430000000000005
SOFIA MANZANO,0.04,22:10:03,98.86,3.9544
VERA,0.02,22:10:03,98.86,1.9772
CONSTITUINTE EYMAEL,0.01,22:10:03,98.86,0.9886
LULA,48.17,22:10:03,98.86,4762.0862
JAIR BOLSONARO,43.42,22:10:03,98.86,4292.5012
SIMONE TEBET,4.18,22:10:03,98.86,413.2348
CIRO GOMES,3.05,22:10:03,98.86,301.523
SORAYA THRONICKE,0.51,22:10:03,98.86,50.4186
FELIPE D&apos;AVILA,0.48,22:10:03,98.86,47.4528
PADRE KELMON,0.07,22:10:03,98.86,6.9202
LÉO PÉRICLES,0.05,22:10:03,98.86,4.9430000000000005
SOFIA MANZANO,0.04,22:10:03,98.86,3.9544
VERA,0.02,22:10:03,98.86,1.9772
CONSTITUINTE EYMAEL,0.01,22:10:03,98.86,0.9886
LULA,48.17,22:11:01,98.88,4763.0496
JAIR BOLSONARO,43.42,22:11:01,98.88,4293.3696
SIMONE TEBET,4.18,22:11:01,98.88,413.3184
CIRO GOMES,3.05,22:11:01,98.88,301.58399999999995
SORAYA THRONICKE,0.51,22:11:01,98.88,50.4288
FELIPE D&apos;AVILA,0.48,22:11:01,98.88,47.4624
PADRE KELMON,0.07,22:11:01,98.88,6.921600000000001
LÉO PÉRICLES,0.05,22:11:01,98.88,4.944
SOFIA MANZANO,0.04,22:11:01,98.88,3.9552
VERA,0.02,22:11:01,98.88,1.9776
CONSTITUINTE EYMAEL,0.01,22:11:01,98.88,0.9888
LULA,48.17,22:11:01,98.88,4763.0496
JAIR BOLSONARO,43.42,22:11:01,98.88,4293.3696
SIMONE TEBET,4.18,22:11:01,98.88,413.3184
CIRO GOMES,3.05,22:11:01,98.88,301.58399999999995
SORAYA THRONICKE,0.51,22:11:01,98.88,50.4288
FELIPE D&apos;AVILA,0.48,22:11:01,98.88,47.4624
PADRE KELMON,0.07,22:11:01,98.88,6.921600000000001
LÉO PÉRICLES,0.05,22:11:01,98.88,4.944
SOFIA MANZANO,0.04,22:11:01,98.88,3.9552
VERA,0.02,22:11:01,98.88,1.9776
CONSTITUINTE EYMAEL,0.01,22:11:01,98.88,0.9888
LULA,48.17,22:11:01,98.88,4763.0496
JAIR BOLSONARO,43.42,22:11:01,98.88,4293.3696
SIMONE TEBET,4.18,22:11:01,98.88,413.3184
CIRO GOMES,3.05,22:11:01,98.88,301.58399999999995
SORAYA THRONICKE,0.51,22:11:01,98.88,50.4288
FELIPE D&apos;AVILA,0.48,22:11:01,98.88,47.4624
PADRE KELMON,0.07,22:11:01,98.88,6.921600000000001
LÉO PÉRICLES,0.05,22:11:01,98.88,4.944
SOFIA MANZANO,0.04,22:11:01,98.88,3.9552
VERA,0.02,22:11:01,98.88,1.9776
CONSTITUINTE EYMAEL,0.01,22:11:01,98.88,0.9888
LULA,48.18,22:12:20,98.91,4765.4838
JAIR BOLSONARO,43.42,22:12:20,98.91,4294.6722
SIMONE TEBET,4.18,22:12:20,98.91,413.4438
CIRO GOMES,3.05,22:12:20,98.91,301.6755
SORAYA THRONICKE,0.51,22:12:20,98.91,50.4441
FELIPE D&apos;AVILA,0.48,22:12:20,98.91,47.4768
PADRE KELMON,0.07,22:12:20,98.91,6.9237
LÉO PÉRICLES,0.05,22:12:20,98.91,4.9455
SOFIA MANZANO,0.04,22:12:20,98.91,3.9564
VERA,0.02,22:12:20,98.91,1.9782
CONSTITUINTE EYMAEL,0.01,22:12:20,98.91,0.9891
LULA,48.18,22:13:12,98.94,4766.9292
JAIR BOLSONARO,43.41,22:13:12,98.94,4294.9854
SIMONE TEBET,4.18,22:13:12,98.94,413.5692
CIRO GOMES,3.05,22:13:12,98.94,301.767
SORAYA THRONICKE,0.51,22:13:12,98.94,50.4594
FELIPE D&apos;AVILA,0.48,22:13:12,98.94,47.4912
PADRE KELMON,0.07,22:13:12,98.94,6.925800000000001
LÉO PÉRICLES,0.05,22:13:12,98.94,4.947
SOFIA MANZANO,0.04,22:13:12,98.94,3.9576
VERA,0.02,22:13:12,98.94,1.9788
CONSTITUINTE EYMAEL,0.01,22:13:12,98.94,0.9894
LULA,48.18,22:13:12,98.94,4766.9292
JAIR BOLSONARO,43.41,22:13:12,98.94,4294.9854
SIMONE TEBET,4.18,22:13:12,98.94,413.5692
CIRO GOMES,3.05,22:13:12,98.94,301.767
SORAYA THRONICKE,0.51,22:13:12,98.94,50.4594
FELIPE D&apos;AVILA,0.48,22:13:12,98.94,47.4912
PADRE KELMON,0.07,22:13:12,98.94,6.925800000000001
LÉO PÉRICLES,0.05,22:13:12,98.94,4.947
SOFIA MANZANO,0.04,22:13:12,98.94,3.9576
VERA,0.02,22:13:12,98.94,1.9788
CONSTITUINTE EYMAEL,0.01,22:13:12,98.94,0.9894
LULA,48.18,22:13:12,98.94,4766.9292
JAIR BOLSONARO,43.41,22:13:12,98.94,4294.9854
SIMONE TEBET,4.18,22:13:12,98.94,413.5692
CIRO GOMES,3.05,22:13:12,98.94,301.767
SORAYA THRONICKE,0.51,22:13:12,98.94,50.4594
FELIPE D&apos;AVILA,0.48,22:13:12,98.94,47.4912
PADRE KELMON,0.07,22:13:12,98.94,6.925800000000001
LÉO PÉRICLES,0.05,22:13:12,98.94,4.947
SOFIA MANZANO,0.04,22:13:12,98.94,3.9576
VERA,0.02,22:13:12,98.94,1.9788
CONSTITUINTE EYMAEL,0.01,22:13:12,98.94,0.9894
LULA,48.19,22:14:15,98.96,4768.8824
JAIR BOLSONARO,43.41,22:14:15,98.96,4295.8536
SIMONE TEBET,4.18,22:14:15,98.96,413.6528
CIRO GOMES,3.05,22:14:15,98.96,301.828
SORAYA THRONICKE,0.51,22:14:15,98.96,50.4696
FELIPE D&apos;AVILA,0.48,22:14:15,98.96,47.5008
PADRE KELMON,0.07,22:14:15,98.96,6.9272
LÉO PÉRICLES,0.05,22:14:15,98.96,4.948
SOFIA MANZANO,0.04,22:14:15,98.96,3.9584
VERA,0.02,22:14:15,98.96,1.9792
CONSTITUINTE EYMAEL,0.01,22:14:15,98.96,0.9896
LULA,48.19,22:14:15,98.96,4768.8824
JAIR BOLSONARO,43.41,22:14:15,98.96,4295.8536
SIMONE TEBET,4.18,22:14:15,98.96,413.6528
CIRO GOMES,3.05,22:14:15,98.96,301.828
SORAYA THRONICKE,0.51,22:14:15,98.96,50.4696
FELIPE D&apos;AVILA,0.48,22:14:15,98.96,47.5008
PADRE KELMON,0.07,22:14:15,98.96,6.9272
LÉO PÉRICLES,0.05,22:14:15,98.96,4.948
SOFIA MANZANO,0.04,22:14:15,98.96,3.9584
VERA,0.02,22:14:15,98.96,1.9792
CONSTITUINTE EYMAEL,0.01,22:14:15,98.96,0.9896
LULA,48.19,22:15:25,98.99,4770.3281
JAIR BOLSONARO,43.4,22:15:25,98.99,4296.165999999999
SIMONE TEBET,4.18,22:15:25,98.99,413.7782
CIRO GOMES,3.05,22:15:25,98.99,301.9195
SORAYA THRONICKE,0.51,22:15:25,98.99,50.4849
FELIPE D&apos;AVILA,0.48,22:15:25,98.99,47.51519999999999
PADRE KELMON,0.07,22:15:25,98.99,6.9293000000000005
LÉO PÉRICLES,0.05,22:15:25,98.99,4.9495000000000005
SOFIA MANZANO,0.04,22:15:25,98.99,3.9596
VERA,0.02,22:15:25,98.99,1.9798
CONSTITUINTE EYMAEL,0.01,22:15:25,98.99,0.9899
LULA,48.19,22:15:25,98.99,4770.3281
JAIR BOLSONARO,43.4,22:15:25,98.99,4296.165999999999
SIMONE TEBET,4.18,22:15:25,98.99,413.7782
CIRO GOMES,3.05,22:15:25,98.99,301.9195
SORAYA THRONICKE,0.51,22:15:25,98.99,50.4849
FELIPE D&apos;AVILA,0.48,22:15:25,98.99,47.51519999999999
PADRE KELMON,0.07,22:15:25,98.99,6.9293000000000005
LÉO PÉRICLES,0.05,22:15:25,98.99,4.9495000000000005
SOFIA MANZANO,0.04,22:15:25,98.99,3.9596
VERA,0.02,22:15:25,98.99,1.9798
CONSTITUINTE EYMAEL,0.01,22:15:25,98.99,0.9899
LULA,48.2,22:16:35,99.01,4772.282
JAIR BOLSONARO,43.4,22:16:35,99.01,4297.034
SIMONE TEBET,4.18,22:16:35,99.01,413.8618
CIRO GOMES,3.05,22:16:35,99.01,301.9805
SORAYA THRONICKE,0.51,22:16:35,99.01,50.4951
FELIPE D&apos;AVILA,0.48,22:16:35,99.01,47.5248
PADRE KELMON,0.07,22:16:35,99.01,6.930700000000001
LÉO PÉRICLES,0.05,22:16:35,99.01,4.950500000000001
SOFIA MANZANO,0.04,22:16:35,99.01,3.9604
VERA,0.02,22:16:35,99.01,1.9802
CONSTITUINTE EYMAEL,0.01,22:16:35,99.01,0.9901
LULA,48.2,22:16:35,99.01,4772.282
JAIR BOLSONARO,43.4,22:16:35,99.01,4297.034
SIMONE TEBET,4.18,22:16:35,99.01,413.8618
CIRO GOMES,3.05,22:16:35,99.01,301.9805
SORAYA THRONICKE,0.51,22:16:35,99.01,50.4951
FELIPE D&apos;AVILA,0.48,22:16:35,99.01,47.5248
PADRE KELMON,0.07,22:16:35,99.01,6.930700000000001
LÉO PÉRICLES,0.05,22:16:35,99.01,4.950500000000001
SOFIA MANZANO,0.04,22:16:35,99.01,3.9604
VERA,0.02,22:16:35,99.01,1.9802
CONSTITUINTE EYMAEL,0.01,22:16:35,99.01,0.9901
LULA,48.2,22:17:34,99.03,4773.246
JAIR BOLSONARO,43.39,22:17:34,99.03,4296.9117
SIMONE TEBET,4.18,22:17:34,99.03,413.9454
CIRO GOMES,3.05,22:17:34,99.03,302.0415
SORAYA THRONICKE,0.51,22:17:34,99.03,50.5053
FELIPE D&apos;AVILA,0.48,22:17:34,99.03,47.5344
PADRE KELMON,0.07,22:17:34,99.03,6.932100000000001
LÉO PÉRICLES,0.05,22:17:34,99.03,4.9515
SOFIA MANZANO,0.04,22:17:34,99.03,3.9612
VERA,0.02,22:17:34,99.03,1.9806
CONSTITUINTE EYMAEL,0.01,22:17:34,99.03,0.9903
LULA,48.2,22:17:34,99.03,4773.246
JAIR BOLSONARO,43.39,22:17:34,99.03,4296.9117
SIMONE TEBET,4.18,22:17:34,99.03,413.9454
CIRO GOMES,3.05,22:17:34,99.03,302.0415
SORAYA THRONICKE,0.51,22:17:34,99.03,50.5053
FELIPE D&apos;AVILA,0.48,22:17:34,99.03,47.5344
PADRE KELMON,0.07,22:17:34,99.03,6.932100000000001
LÉO PÉRICLES,0.05,22:17:34,99.03,4.9515
SOFIA MANZANO,0.04,22:17:34,99.03,3.9612
VERA,0.02,22:17:34,99.03,1.9806
CONSTITUINTE EYMAEL,0.01,22:17:34,99.03,0.9903
LULA,48.2,22:17:34,99.03,4773.246
JAIR BOLSONARO,43.39,22:17:34,99.03,4296.9117
SIMONE TEBET,4.18,22:17:34,99.03,413.9454
CIRO GOMES,3.05,22:17:34,99.03,302.0415
SORAYA THRONICKE,0.51,22:17:34,99.03,50.5053
FELIPE D&apos;AVILA,0.48,22:17:34,99.03,47.5344
PADRE KELMON,0.07,22:17:34,99.03,6.932100000000001
LÉO PÉRICLES,0.05,22:17:34,99.03,4.9515
SOFIA MANZANO,0.04,22:17:34,99.03,3.9612
VERA,0.02,22:17:34,99.03,1.9806
CONSTITUINTE EYMAEL,0.01,22:17:34,99.03,0.9903
LULA,48.21,22:18:42,99.05,4775.2005
JAIR BOLSONARO,43.39,22:18:42,99.05,4297.7795
SIMONE TEBET,4.18,22:18:42,99.05,414.029
CIRO GOMES,3.05,22:18:42,99.05,302.1025
SORAYA THRONICKE,0.51,22:18:42,99.05,50.5155
FELIPE D&apos;AVILA,0.48,22:18:42,99.05,47.544
PADRE KELMON,0.07,22:18:42,99.05,6.9335
LÉO PÉRICLES,0.05,22:18:42,99.05,4.952500000000001
SOFIA MANZANO,0.04,22:18:42,99.05,3.962
VERA,0.02,22:18:42,99.05,1.981
CONSTITUINTE EYMAEL,0.01,22:18:42,99.05,0.9905
LULA,48.21,22:18:42,99.05,4775.2005
JAIR BOLSONARO,43.39,22:18:42,99.05,4297.7795
SIMONE TEBET,4.18,22:18:42,99.05,414.029
CIRO GOMES,3.05,22:18:42,99.05,302.1025
SORAYA THRONICKE,0.51,22:18:42,99.05,50.5155
FELIPE D&apos;AVILA,0.48,22:18:42,99.05,47.544
PADRE KELMON,0.07,22:18:42,99.05,6.9335
LÉO PÉRICLES,0.05,22:18:42,99.05,4.952500000000001
SOFIA MANZANO,0.04,22:18:42,99.05,3.962
VERA,0.02,22:18:42,99.05,1.981
CONSTITUINTE EYMAEL,0.01,22:18:42,99.05,0.9905
LULA,48.21,22:19:41,99.07,4776.164699999999
JAIR BOLSONARO,43.38,22:19:41,99.07,4297.6566
SIMONE TEBET,4.18,22:19:41,99.07,414.11259999999993
CIRO GOMES,3.05,22:19:41,99.07,302.16349999999994
SORAYA THRONICKE,0.51,22:19:41,99.07,50.5257
FELIPE D&apos;AVILA,0.48,22:19:41,99.07,47.5536
PADRE KELMON,0.07,22:19:41,99.07,6.9349
LÉO PÉRICLES,0.05,22:19:41,99.07,4.9535
SOFIA MANZANO,0.04,22:19:41,99.07,3.9628
VERA,0.02,22:19:41,99.07,1.9814
CONSTITUINTE EYMAEL,0.01,22:19:41,99.07,0.9907
LULA,48.21,22:19:41,99.07,4776.164699999999
JAIR BOLSONARO,43.38,22:19:41,99.07,4297.6566
SIMONE TEBET,4.18,22:19:41,99.07,414.11259999999993
CIRO GOMES,3.05,22:19:41,99.07,302.16349999999994
SORAYA THRONICKE,0.51,22:19:41,99.07,50.5257
FELIPE D&apos;AVILA,0.48,22:19:41,99.07,47.5536
PADRE KELMON,0.07,22:19:41,99.07,6.9349
LÉO PÉRICLES,0.05,22:19:41,99.07,4.9535
SOFIA MANZANO,0.04,22:19:41,99.07,3.9628
VERA,0.02,22:19:41,99.07,1.9814
CONSTITUINTE EYMAEL,0.01,22:19:41,99.07,0.9907
LULA,48.22,22:21:01,99.1,4778.602
JAIR BOLSONARO,43.38,22:21:01,99.1,4298.958
SIMONE TEBET,4.18,22:21:01,99.1,414.238
CIRO GOMES,3.05,22:21:01,99.1,302.25499999999994
SORAYA THRONICKE,0.51,22:21:01,99.1,50.541
FELIPE D&apos;AVILA,0.48,22:21:01,99.1,47.568
PADRE KELMON,0.07,22:21:01,99.1,6.937
LÉO PÉRICLES,0.05,22:21:01,99.1,4.955
SOFIA MANZANO,0.04,22:21:01,99.1,3.964
VERA,0.02,22:21:01,99.1,1.982
CONSTITUINTE EYMAEL,0.01,22:21:01,99.1,0.991
LULA,48.22,22:21:01,99.1,4778.602
JAIR BOLSONARO,43.38,22:21:01,99.1,4298.958
SIMONE TEBET,4.18,22:21:01,99.1,414.238
CIRO GOMES,3.05,22:21:01,99.1,302.25499999999994
SORAYA THRONICKE,0.51,22:21:01,99.1,50.541
FELIPE D&apos;AVILA,0.48,22:21:01,99.1,47.568
PADRE KELMON,0.07,22:21:01,99.1,6.937
LÉO PÉRICLES,0.05,22:21:01,99.1,4.955
SOFIA MANZANO,0.04,22:21:01,99.1,3.964
VERA,0.02,22:21:01,99.1,1.982
CONSTITUINTE EYMAEL,0.01,22:21:01,99.1,0.991
LULA,48.23,22:21:56,99.13,4781.0399
JAIR BOLSONARO,43.37,22:21:56,99.13,4299.268099999999
SIMONE TEBET,4.18,22:21:56,99.13,414.3634
CIRO GOMES,3.05,22:21:56,99.13,302.3465
SORAYA THRONICKE,0.51,22:21:56,99.13,50.5563
FELIPE D&apos;AVILA,0.48,22:21:56,99.13,47.58239999999999
PADRE KELMON,0.07,22:21:56,99.13,6.939100000000001
LÉO PÉRICLES,0.05,22:21:56,99.13,4.9565
SOFIA MANZANO,0.04,22:21:56,99.13,3.9652
VERA,0.02,22:21:56,99.13,1.9826
CONSTITUINTE EYMAEL,0.01,22:21:56,99.13,0.9913
LULA,48.23,22:21:56,99.13,4781.0399
JAIR BOLSONARO,43.37,22:21:56,99.13,4299.268099999999
SIMONE TEBET,4.18,22:21:56,99.13,414.3634
CIRO GOMES,3.05,22:21:56,99.13,302.3465
SORAYA THRONICKE,0.51,22:21:56,99.13,50.5563
FELIPE D&apos;AVILA,0.48,22:21:56,99.13,47.58239999999999
PADRE KELMON,0.07,22:21:56,99.13,6.939100000000001
LÉO PÉRICLES,0.05,22:21:56,99.13,4.9565
SOFIA MANZANO,0.04,22:21:56,99.13,3.9652
VERA,0.02,22:21:56,99.13,1.9826
CONSTITUINTE EYMAEL,0.01,22:21:56,99.13,0.9913
LULA,48.23,22:21:56,99.13,4781.0399
JAIR BOLSONARO,43.37,22:21:56,99.13,4299.268099999999
SIMONE TEBET,4.18,22:21:56,99.13,414.3634
CIRO GOMES,3.05,22:21:56,99.13,302.3465
SORAYA THRONICKE,0.51,22:21:56,99.13,50.5563
FELIPE D&apos;AVILA,0.48,22:21:56,99.13,47.58239999999999
PADRE KELMON,0.07,22:21:56,99.13,6.939100000000001
LÉO PÉRICLES,0.05,22:21:56,99.13,4.9565
SOFIA MANZANO,0.04,22:21:56,99.13,3.9652
VERA,0.02,22:21:56,99.13,1.9826
CONSTITUINTE EYMAEL,0.01,22:21:56,99.13,0.9913
LULA,48.23,22:21:56,99.13,4781.0399
